Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: vertex, keywords _SUNDISK_SIMPLE
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _NORMALMAP _SPECGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _NORMALMAP
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A _SPECGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _SPECGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Legacy Shaders/Bumped Diffuse, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Bumped Diffuse, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: vertex, keywords GEOM_TYPE_LEAF INSTANCING_ON LOD_FADE_PERCENTAGE SHADOWS_DEPTH
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: fragment, keywords GEOM_TYPE_LEAF INSTANCING_ON SHADOWS_DEPTH
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP2 SPOT _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP2 SPOT _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP2 POINT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP2 POINT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP2 SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP2 SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP2 SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP2 SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE _NORMALMAP
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: vertex, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: fragment, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: DAFoliage2018, pass: FORWARD, stage: vertex, keywords DIRECTIONAL INSTANCING_ON LIGHTMAP_ON SHADOWS_SCREEN
Compiled shader: DAFoliage2018, pass: FORWARD, stage: fragment, keywords DIRECTIONAL INSTANCING_ON LIGHTMAP_ON SHADOWS_SCREEN
Compiled shader: DAFoliage2018, pass: FORWARD, stage: vertex, keywords DIRECTIONAL
Compiled shader: DAFoliage2018, pass: FORWARD, stage: fragment, keywords DIRECTIONAL
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: vertex, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_PERCENTAGE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: fragment, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
